0,-0.004833475,0.003184633
0.0078,0.002732977,0.000601129
0.0156,0.006330237,0.00041707
0.0234,-0.002619043,-0.000875159
0.0313,-0.001051203,-0.004196806
0.0391,0.005223974,-0.00327365
0.0469,0.001439795,0.001062708
0.0547,-0.001695886,-0.0041043
0.0625,0.001256689,-0.003458662
0.0703,0.003562674,0.000786142
0.0781,5.69672E-05,-0.00225894
0.0859,-0.003818765,-0.004658385
0.0938,-0.004465357,-0.002997084
0.1016,0.000518545,0.001524286
0.1094,0.003839239,-0.0041043
0.1172,-0.002342478,-0.004381819
0.125,-0.002157465,-0.00142829
0.1328,0.002271399,-0.003920241
0.1406,-0.001142755,-0.003551169
0.1484,-0.002804056,-0.00041358
0.1563,0.002547964,-0.004289313
0.1641,0.003471121,-0.002628012
0.1719,-0.001236215,0.00124772
0.1797,-0.000128046,-0.003735228
0.1875,0.003101095,-0.004289313
0.1953,-0.00511004,-0.000321074
0.2031,0.003101095,-0.00327365
0.2109,0.003839239,-0.00225894
0.2188,-0.003357187,0.001616792
0.2266,-0.001236215,-0.003458662
0.2344,0.005962118,-0.004842444
0.2422,0.003101095,0.000970201
0.25,-0.002989069,-0.00308959
0.2578,-0.002342478,-0.001613303
0.2656,0.002547964,-0.003642721
0.2734,0.002271399,-0.003551169
0.2813,-0.003912225,-0.00225894
0.2891,0.002547964,-0.002628012
0.2969,0.002086386,-0.00225894
0.3047,-0.003727213,-4.45081E-05
0.3125,-0.000219599,-0.004196806
0.3203,0.004209265,0.00143178
0.3281,-0.003912225,-0.001613303
0.3359,0.001071677,0.000878648
0.3438,0.005777106,0.00041707
0.3516,-0.004188791,0.001708345
0.3594,-0.001789346,0.004384355
0.3672,0.005223974,0.000693636
0.375,0.00282453,0.000324564
0.3828,-0.003265634,0.004476862
0.3906,0.004024252,0.000601129
0.3984,0.004947409,0.000601129
0.4063,-0.001880899,0.004845934
0.4141,-0.003818765,0.000509577
0.4219,0.003654227,0.000601129
0.4297,0.005777106,0.005491571
0.4375,-0.002435938,-0.000321074
0.4453,0.002547964,-0.000137015
0.4531,0.002916083,0.003000574
0.4609,-0.002712503,-4.45081E-05
0.4688,0.001348242,4.79979E-05
0.4766,0.006330237,0.003000574
0.4844,-0.003912225,-0.000690146
0.4922,-0.004465357,0.000139551
0.5,0.005130514,0.005122499
0.5078,-0.000313059,-4.45081E-05
0.5156,-0.002804056,0.000232057
0.5234,0.005038962,0.001893358
0.5313,0.002086386,0.00041707
0.5391,-0.003633753,0.000232057
0.5469,0.000333533,0.000693636
0.5547,0.002362952,0.00410779
0.5625,-0.002065912,0.00309308
0.5703,0.001439795,0.00124772
0.5781,0.002271399,0.000139551
0.5859,-0.000128046,0.003646211
0.5938,0.00014852,0.000786142
0.6016,0.00282453,4.79979E-05
0.6094,0.001533255,0.002538995
0.6172,-0.004095331,0.000693636
0.625,-0.005571619,0.001985864
0.6328,0.004577383,0.003738718
0.6406,0.003286108,0.000693636
0.6484,-0.003080621,0.001616792
0.6563,0.002271399,-0.000690146
0.6641,0.004115805,0.000786142
0.6719,-0.002712503,0.000786142
0.6797,0.001348242,-0.002166434
0.6875,0.003286108,-0.004289313
0.6953,0.003932699,-0.000967665
0.7031,-0.001051203,-0.001705809
0.7109,-0.000219599,-0.001705809
0.7188,0.003101095,-0.00041358
0.7266,-0.003080621,-0.002997084
0.7344,-0.003912225,-0.004381819
0.7422,-0.005756632,0.000786142
0.75,0.004209265,-0.005489035
0.7578,-0.000681177,-0.003182097
0.7656,-0.003357187,0.001062708
0.7734,0.001533255,-0.002904578
0.7813,0.001071677,-0.002074881
0.7891,-0.002989069,0.000693636
0.7969,0.000978216,-0.002720518
0.8047,0.004762396,-0.003920241
0.8125,0.00282453,-0.004381819
0.8203,-0.001142755,-0.000137015
0.8281,0.002362952,-0.00308959
0.8359,0.007438406,-0.001982374
0.8438,0.000795111,0.000324564
0.8516,0.002456412,-0.00327365
0.8594,0.000978216,-0.001613303
0.8672,-0.003080621,-0.003642721
0.875,0.002177939,-0.002720518
0.8828,0.001624808,-0.000137015
0.8906,-0.002619043,-0.003458662
0.8984,-0.000589624,-0.002074881
0.9063,0.002639517,-0.000137015
0.9141,0.003839239,-0.002628012
0.9219,0.003471121,-0.001705809
0.9297,0.000795111,-0.001982374
0.9375,-0.001512781,-0.005119963
0.9453,0.004670843,-0.0041043
0.9531,-0.003357187,0.001339273
0.9609,-0.0035422,-0.001151724
0.9688,0.003471121,-0.000598593
0.9766,-0.000128046,0.005122499
0.9844,-0.002435938,0.005491571
0.9922,0.000886664,-0.000598593
1,0.001163229,-0.000137015
1.0078,-0.002157465,0.003553705
1.0156,0.001163229,0.003646211
1.0234,0.00439237,0.001155214
1.0313,-0.004926935,0.001985864
1.0391,-0.002250925,0.003184633
1.0469,0.001071677,0.001062708
1.0547,0.003101095,0.003000574
1.0625,-0.004003778,0.00124772
1.0703,-0.005571619,0.00143178
1.0781,0.002456412,0.00226243
1.0859,0.003377661,-0.000875159
1.0938,-0.004095331,0.000601129
1.1016,-0.003727213,0.003000574
1.1094,0.00171636,-0.00041358
1.1172,0.002456412,0.00143178
1.125,-0.002250925,0.002354936
1.1328,0.000240073,-0.000321074
1.1406,0.001624808,0.001155214
1.1484,-0.002619043,0.001893358
1.1563,-0.004003778,0.001708345
1.1641,-0.005756632,4.79979E-05
